StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
AP001,12/12/2017 3:00,140,188.5,8.53,61.45,39.6,26.55,0.03,6.68,7.33,0.4,7.05,0.38,134,Moderate
AP001,12/12/2017 4:00,138.5,180,12.68,67.05,46.02,30.4,0.37,4.53,5.88,0.4,7.27,0.25,144,Moderate
AP001,12/12/2017 5:00,140,191.75,12.97,70.55,48.12,34.05,0.23,2.68,5.9,0.43,8.13,0.15,155,Moderate
AP001,12/12/2017 6:00,129,180,15.4,64.35,46.75,22.8,1.47,6.02,5.9,0.38,7.5,0.2,163,Moderate
AP001,12/12/2017 7:00,122,174.25,9.98,49.45,34.4,18.9,0.62,7.65,6.38,0.43,10,0.3,170,Moderate
AP001,12/12/2017 8:00,117.25,174.5,7.23,42.4,28.4,23.42,0.52,8.65,11.28,0.5,9.53,0.28,176,Moderate
AP001,12/12/2017 9:00,108.5,170.5,3.15,28.05,17.45,21.65,0.5,7.78,34.77,0.4,8.75,0.25,183,Moderate
AP001,12/12/2017 10:00,91.25,152.25,2.43,21.43,13.42,18.15,0.25,7.45,55.37,0.33,8.05,0.18,188,Moderate
AP001,12/12/2017 11:00,67.25,112.75,2.6,20.38,12.95,20.25,0.05,6.43,68.6,0.2,6.93,0.13,191,Moderate
AP001,12/12/2017 12:00,51.5,85.5,2.12,16.23,10.38,24.97,0.1,,73.98,0.15,5.95,0.1,193,Moderate
AP001,12/12/2017 13:00,37.75,66.25,67.37,87.2,101.18,17.72,0.1,6.42,79.4,0.1,5.32,0.08,193,Moderate
AP001,12/12/2017 14:00,36.75,61.25,3,24.4,15.4,20.5,0.08,5.25,84.75,0.1,5.62,0.05,193,Moderate
AP001,12/12/2017 15:00,36.75,69.75,3.22,24.88,15.87,16.05,0.1,7.62,95.55,0.1,5.95,0.03,194,Moderate
AP001,12/12/2017 16:00,39,66,1.45,16.5,10.03,17.03,0.1,9.53,110.25,0.1,5.98,0.08,195,Moderate
AP001,12/12/2017 17:00,41,62.5,1.62,22.03,13.08,20.15,0.15,18.82,121.05,0.1,6.45,0.03,195,Moderate
AP001,12/12/2017 18:00,43.25,75.25,3.08,43.45,25.62,18.1,0.15,8.93,88.7,0.1,5.72,0.05,194,Moderate
AP001,12/12/2017 19:00,56.25,108.75,2.1,26,15.52,31.3,0.05,3.7,56.35,0.2,7.05,0.05,195,Moderate
AP001,12/12/2017 20:00,82.5,112.25,1.65,29.35,16.95,25.65,0.15,3.2,43.62,0.2,5.75,0,198,Moderate
AP001,12/12/2017 21:00,108.25,133,3.68,31.35,19.67,16.57,0.15,7.42,27.42,0.28,6,0.13,198,Moderate
AP001,12/12/2017 22:00,108.75,146.75,3.58,34.22,21.12,16.48,0.2,6.73,23.5,0.3,6.75,0.18,200,Moderate
AP001,12/12/2017 23:00,77.75,112,3.12,32.4,19.8,13.25,0.08,7,22.53,0.28,7,0.18,198,Moderate
AP001,12/13/2017 0:00,70.25,105.5,3.5,50.27,29.58,14.33,0.05,7.43,10.28,0.23,6.57,0.2,192,Moderate
AP001,12/13/2017 1:00,81.25,128.5,5.15,48.97,30.25,14.62,0.03,6.85,9.8,0.3,6.67,0.3,186,Moderate
AP001,12/13/2017 2:00,94.75,144.5,16.38,63.47,47.08,16.87,0,6.67,5.88,0.3,6.6,0.3,180,Moderate
AP001,12/13/2017 3:00,92.5,132,21.2,72.75,55.9,20.45,0.05,6.03,3.93,0.3,6.88,0.3,174,Moderate
AP001,12/13/2017 4:00,77.75,121.75,14.67,59.8,43.72,23.83,0.6,4.13,4.4,0.3,7.5,0.2,165,Moderate
AP001,12/13/2017 5:00,72.5,107,2.47,39.07,22.82,21.17,0.63,3.95,8.83,0.4,9.9,0.23,156,Moderate
AP001,12/13/2017 6:00,65.75,95.75,5.78,38.67,25.25,28.92,0.22,1.1,9.3,0.3,8.47,0.1,147,Moderate
AP001,12/13/2017 7:00,58,77.25,2.45,30.1,18,13.62,0.2,4.1,11.75,0.25,8.62,0.13,138,Moderate
AP001,12/13/2017 8:00,53.75,66.75,3.82,26.55,17.2,12.88,0.05,7.12,23.02,0.3,8.33,0.2,130,Moderate
AP001,12/13/2017 9:00,49.25,61.5,2.83,19.05,12.45,14.25,0.03,7.17,32.82,0.3,6.77,0.18,121,Moderate
AP001,12/13/2017 10:00,46.5,68.75,1.7,13.42,8.55,15.65,0.08,6.78,55.85,0.2,5.3,0.1,115,Moderate
AP001,12/13/2017 11:00,45.25,77.25,3.55,14.85,10.83,21.78,0.1,8,74,0.2,4.58,0.1,112,Moderate
AP001,12/13/2017 12:00,46,78,1.62,17.67,10.7,37.8,0.1,,96.07,0.2,4.58,0.1,111,Moderate
AP001,12/13/2017 13:00,54.75,84.25,65.22,89.15,100.5,12.17,0.13,6.8,113.2,0.18,5.02,0.08,119,Moderate
AP001,12/13/2017 14:00,55,95.75,1.45,19,11.27,14.78,0.1,6.7,123.98,0.2,4.85,0.1,135,Moderate
AP001,12/13/2017 15:00,59.5,89,2.05,18.35,11.4,13.05,0.1,6.98,125.9,0.2,5.3,0.05,138,Moderate
AP001,12/13/2017 16:00,63,93.25,2.6,28.1,17.08,17,0.1,6.75,131.32,0.2,5.08,0.1,146,Moderate
AP001,12/13/2017 17:00,66.75,110.25,0.97,19.58,11.18,20.72,0.28,4.93,126.92,0.2,5.25,0.05,146,Moderate
AP001,12/13/2017 18:00,64.5,108,1.5,25.57,14.83,15.5,0.18,6.2,83.3,0.18,5.38,0.05,146,Moderate
AP001,12/13/2017 19:00,78,144,3.95,43.13,26.18,11.58,0.1,6.12,49.97,0.18,5.1,0.1,146,Moderate
AP001,12/13/2017 20:00,71.5,148,3.83,27.17,17.58,14.37,0.1,5.42,30.38,0.25,5.05,0.15,146,Moderate
AP001,12/13/2017 21:00,62.5,98.5,2.95,30.07,18.38,14.8,0.1,5.32,20.58,0.23,4.57,0.1,146,Moderate
AP001,12/13/2017 22:00,63.75,88,1.75,21.55,12.88,16.3,0.1,4.75,23.53,0.2,4.95,0.1,146,Moderate
AP001,12/13/2017 23:00,53.25,70.25,1.5,18.42,11,16.73,0.05,4.23,28.92,0.23,5.33,0.1,146,Moderate
AP001,12/14/2017 0:00,51,71,1.28,17.05,10.13,17.12,0.03,3.98,30.87,0.23,5.45,0.1,140,Moderate
AP001,12/14/2017 1:00,51.25,72.5,10.42,63.05,41.98,15.72,0.05,4.52,5.38,0.2,5.48,0.1,108,Moderate
AP001,12/14/2017 2:00,56.75,85,3.43,38.45,23.25,16.45,0.03,4.37,12.28,0.2,5.65,0.13,103,Moderate
AP001,12/14/2017 3:00,71,91,2.15,39.87,22.95,15.35,0.03,4.85,4.88,0.28,5.98,0.2,100,Satisfactory
AP001,12/14/2017 4:00,74.25,95.5,4.02,40.23,24.65,15.65,0.03,5.7,6.88,0.38,7.1,0.38,100,Satisfactory
AP001,12/14/2017 5:00,84,109,4.83,40.8,25.6,16.72,0.03,6.75,6.85,0.4,8.28,0.45,101,Moderate
AP001,12/14/2017 6:00,73.25,102.5,3.17,30.7,18.92,17.2,0.03,5.6,11.75,0.35,6.98,0.28,102,Moderate
AP001,12/14/2017 7:00,61,86.5,7.3,32.75,23.4,17.72,0.08,4.92,13.23,0.3,5.65,0.2,102,Moderate
AP001,12/14/2017 8:00,71,99.75,5.7,32.35,21.85,17.48,0.03,4.22,27.45,0.33,5.6,0.25,105,Moderate
AP001,12/14/2017 9:00,81.25,104.75,2.95,16.9,11.35,18.77,0.1,4.07,49,0.25,4.17,0.18,109,Moderate
AP001,12/14/2017 10:00,74.75,95.75,5.3,26.57,18.45,19.1,0.1,5.12,61.72,0.2,2.4,0.1,113,Moderate
AP001,12/14/2017 11:00,70,97.25,2.45,20.58,12.92,25.7,0.1,6.05,79.35,0.2,3.12,0.1,116,Moderate
AP001,12/14/2017 12:00,62.5,91,2.3,14.25,9.42,19.73,0.1,,90.65,0.15,3.57,0.13,119,Moderate
AP001,12/14/2017 13:00,57,87.25,65.38,84.47,98.15,13.8,0.1,6.45,98,0.1,3.9,0.08,119,Moderate
AP001,12/14/2017 14:00,54.75,87.75,1.78,15.9,9.95,20.45,0.1,6.25,103.43,0.1,4.35,0.03,119,Moderate
AP001,12/14/2017 15:00,61,90.25,1.77,21.45,12.85,21.83,0.1,6.27,109.3,0.15,4.42,0.1,119,Moderate
AP001,12/14/2017 16:00,69.5,98.5,1.38,20.82,12.2,22.32,0.1,6.3,103.88,0.2,3.55,0.08,120,Moderate
AP001,12/14/2017 17:00,60.75,95.75,1.93,18.12,11.2,21.33,0.1,7,93.6,0.1,3.6,0.08,119,Moderate
AP001,12/14/2017 18:00,71.75,111,2.8,27.17,16.75,24.72,0.23,7.95,78.38,0.18,3.93,0.05,120,Moderate
AP001,12/14/2017 19:00,89,142.25,2.45,32.45,19.25,25.88,0.65,8.98,66.15,0.2,5.5,0.1,122,Moderate
AP001,12/14/2017 20:00,88,140,2,27.55,16.28,24.07,0.65,6.93,62.7,0.28,6,0.08,124,Moderate
AP001,12/14/2017 21:00,81.75,117.75,1.8,25.28,14.9,20.42,0.28,4.58,57.82,0.23,5.75,0.03,127,Moderate
AP001,12/14/2017 22:00,73.75,104,1.75,20.5,12.35,19.2,0.25,5.75,64.2,0.2,5.98,0.05,128,Moderate
AP001,12/14/2017 23:00,76.25,98.5,1.15,12.03,7.38,17.53,0.13,6.85,82.33,0.2,5.7,0.03,131,Moderate
AP001,12/15/2017 0:00,68,91,1.12,12.17,7.37,17.7,0.1,7.9,73,0.1,4.1,0,134,Moderate
AP001,12/15/2017 1:00,70.5,94.25,0.85,16.33,9.35,18.15,0.08,6,56.85,0.15,4.22,0,136,Moderate
AP001,12/15/2017 2:00,70,98,0.6,25.17,13.88,17.97,0.1,4.75,41.68,0.2,4.83,0.05,138,Moderate
AP001,12/15/2017 3:00,75.25,101,1.42,24.3,14.08,20.45,0.1,4.17,35.77,0.2,5,0.1,139,Moderate
AP001,12/15/2017 4:00,79.75,106.75,0.73,22.02,12.3,23.22,0.13,1.53,45.57,0.2,5.42,0.03,140,Moderate
AP001,12/15/2017 5:00,71,96.25,0.23,14.58,7.9,15.03,0.13,3.77,64.65,0.2,3.78,0,138,Moderate
AP001,12/17/2017 11:00,87.75,121.25,1.18,15.1,9.02,19.85,0.1,16.37,126.42,0.23,3.8,0.08,231,Poor
AP001,12/17/2017 12:00,81,113,1.08,18.95,10.95,20.62,0.1,15.48,138.7,0.2,3.38,0.1,233,Poor
AP001,12/17/2017 13:00,71.5,114.25,0.72,12.05,6.98,17.5,0.1,22.55,142.1,0.18,2.77,0.1,234,Poor
AP001,12/17/2017 14:00,67,106.5,0.65,12.4,7.12,20.43,0.1,24.97,141.6,0.1,2.7,0,235,Poor
AP001,12/17/2017 15:00,64.75,103,0.28,12.57,6.92,18.95,0.1,29.4,149.92,0.1,1.87,0,235,Poor
AP001,12/17/2017 16:00,65,108.25,0.28,11.75,6.52,17.35,0.1,32.03,147.97,0.1,1.77,0,235,Poor
AP001,12/17/2017 17:00,62.25,108.5,0.32,13.25,7.32,16.7,0.1,27.53,138.65,0.1,1.77,0,235,Poor
AP001,12/17/2017 18:00,75.5,121.5,1.15,20.27,11.72,18.18,0.1,21.95,119.05,0.13,2.1,0,239,Poor
AP001,12/17/2017 19:00,90.5,152,0.75,35.02,19.25,17.65,0.1,19.83,98,0.2,3.1,0.13,243,Poor
AP001,12/17/2017 20:00,113.75,203,2.7,78.05,43.68,19.62,0.13,20.73,57.33,0.38,3.85,0.45,248,Poor
AP001,12/17/2017 21:00,136.5,218.25,0.58,57.48,31.05,19.28,0.05,16.4,58.8,0.48,4.72,0.72,253,Poor
AP001,12/17/2017 22:00,121,192,4.92,58.48,35.08,19.23,0.05,15.38,53.9,0.45,4.98,0.58,255,Poor
AP001,12/17/2017 23:00,135,214.25,4.48,68.15,39.9,17.88,0.08,14.53,40.67,0.4,5.12,0.4,260,Poor
AP001,12/18/2017 0:00,138.75,220,5.38,77.52,45.6,19.68,0.08,11.25,15.17,0.4,5.15,0.38,264,Poor
AP001,12/18/2017 1:00,135,282.25,11.82,86.73,55.75,18.03,0.05,10.9,8.33,0.3,5.1,0.3,265,Poor
AP001,12/18/2017 2:00,141.25,269.25,15.57,100.95,66.35,19.9,0.08,10.97,9.33,0.35,5.02,0.3,266,Poor
AP001,12/18/2017 3:00,127.75,202,5.12,86.45,50.15,16.35,0.03,9.73,9.3,0.38,5.48,0.3,265,Poor
AP001,12/18/2017 4:00,115,187.75,4.62,63.03,37.32,18.52,0.03,8.6,8.33,0.33,5.33,0.2,261,Poor
AP001,12/18/2017 5:00,122.25,209.75,1.48,43.38,24.22,17.17,0.08,7.42,13.73,0.3,5.12,0.2,259,Poor
AP001,12/18/2017 6:00,118.25,206.25,15.65,78.55,54.52,19.07,0.05,8.92,6.38,0.3,4.8,0.2,256,Poor
AP001,12/18/2017 7:00,123.25,258.75,7,56.27,35.6,20.5,0.08,7.43,11.75,0.33,4.88,0.2,256,Poor
AP001,12/18/2017 8:00,127.25,238,15.97,73.82,52.25,21.3,0.08,9.02,15.23,0.4,5.23,0.28,256,Poor
AP001,12/18/2017 9:00,123.25,186.75,3.7,39.2,23.88,20.83,0.05,13.72,55.35,0.35,5.05,0.25,254,Poor
AP001,12/18/2017 10:00,102.25,149.25,2.4,26.05,15.8,21.9,0.1,16.85,91.62,0.28,4.3,0.18,254,Poor
AP001,12/18/2017 11:00,,,,,0,,0,,,0,0,0,256,Poor
AP001,12/18/2017 12:00,33,53,0.7,7.3,4.45,11.47,0.05,17.95,62.23,0.1,1.68,0.03,249,Poor
AP001,12/18/2017 13:00,67.75,105.5,66.75,86.48,100.32,17.97,0.13,18.48,131.8,0.15,2.95,0,249,Poor
AP001,12/18/2017 14:00,62,103.25,1.32,18.7,11,20.63,0.15,18.88,135.7,0.1,2.45,0,248,Poor
AP001,12/18/2017 15:00,56.5,98,0.75,15.42,8.83,16.28,0.1,19.05,140.13,0.1,1.32,0,247,Poor
AP001,12/18/2017 16:00,57.25,90.25,1.52,20.55,12.2,17.15,0.1,19.57,144.03,0.1,1.75,0,246,Poor
AP001,12/18/2017 17:00,57.5,98.5,1.47,22.43,13.15,16.92,0.08,19.17,141.6,0.1,2.22,0,245,Poor
AP001,12/18/2017 18:00,37.75,58.25,1.23,13.7,8.28,7.95,0.05,8.55,61.75,0.05,0.97,0,240,Poor
AP001,12/18/2017 19:00,92.5,136.25,2.98,47.9,27.9,17.6,0.1,20.22,106.83,0.15,2.55,0.03,240,Poor
AP001,12/18/2017 20:00,114.75,190.25,2.7,74.62,41.85,18.45,0.1,19.65,60.77,0.38,4.1,0.5,240,Poor
AP001,12/18/2017 21:00,126.25,218.5,1.88,71.73,39.68,18.8,0.03,17.98,41.65,0.4,4.72,0.58,238,Poor
AP001,12/18/2017 22:00,129.5,215.25,1.95,57.45,32.12,29.48,0.4,16.3,63.22,0.4,4.85,0.45,240,Poor
AP001,12/18/2017 23:00,108.25,180,3.63,72.5,41.5,19.35,0.63,12.48,27.42,0.38,5.47,0.13,236,Poor
AP001,12/19/2017 0:00,106.75,204.75,6.07,94.9,55.4,12.43,0.08,9.68,8.8,0.3,5.32,0.3,231,Poor
AP001,12/19/2017 1:00,120.75,222.5,3.5,72.97,41.65,20.15,0.18,16.7,26.92,0.38,4.88,0.33,229,Poor
AP001,12/19/2017 2:00,122.5,203,1.03,38.38,21.25,18.07,0.05,18.8,48.52,0.4,5.6,0.3,226,Poor
AP001,12/19/2017 3:00,101.5,166.25,0.55,34.73,18.9,18.77,0.08,19.03,44.6,0.33,3.75,0.15,223,Poor
AP001,12/19/2017 4:00,101.75,170.25,0.55,47.4,25.65,19,0.1,15.8,10.77,0.38,4.22,0.13,221,Poor
BR007,5/13/2019 22:00,67.25,,16.21,13.92,13.48,,3.78,43.4,19.39,2.62,19.23,7.23,187,Moderate
BR007,5/13/2019 23:00,79.5,,14.61,11.91,11.9,,3.12,42.11,13.34,2.79,21.59,10.67,187,Moderate
BR007,5/14/2019 0:00,92.5,,7.27,9.29,6.8,,1.38,36.18,53.57,2.44,18.41,7.7,187,Moderate
BR007,5/14/2019 1:00,86.5,,9.11,9.04,7.85,,1.59,30.32,33.91,2.09,16.45,6.4,179,Moderate
BR007,5/14/2019 2:00,86.25,,4.79,5.65,4.38,,0.8,26.81,86.47,1.66,16.45,5.93,124,Moderate
BR007,5/14/2019 3:00,47,,4.09,4.78,3.7,,1.04,29.46,89.26,1.48,14.29,3.55,122,Moderate
BR007,5/14/2019 4:00,53.75,,3.79,5.96,3.8,,1.1,33.1,69.27,1.39,13.78,2.61,122,Moderate
BR007,5/14/2019 5:00,58.5,,5.23,4.01,4.2,,1.36,32.03,47.04,1.48,14.5,2.84,122,Moderate
BR007,5/14/2019 6:00,64,,6.9,8.11,6.28,,1.4,34.03,37.4,1.39,13.88,2.37,118,Moderate
BR007,5/14/2019 7:00,57.75,,6.63,5.55,5.47,,1.32,31.89,66.97,1.39,14.6,3.32,117,Moderate
BR007,5/14/2019 8:00,59,,7.07,6.37,5.92,,1.43,29.53,66.17,1.39,15.63,3.91,115,Moderate
BR007,5/14/2019 9:00,65,,7.54,6.88,6.32,,1.52,33.39,72.54,1.39,16.35,2.84,113,Moderate
BR007,5/14/2019 10:00,66.25,,7.3,7.86,6.5,,1.94,31.89,71.68,1.66,16.66,7.47,110,Moderate
BR007,5/14/2019 11:00,67,,8.58,5.34,6.6,,1.8,33.18,112.61,1.92,17.38,7.35,119,Moderate
BR007,5/14/2019 12:00,58.5,,4.56,4.31,3.88,,0.99,44.83,166.83,1.48,12.75,4.62,198,Moderate
BR007,5/14/2019 13:00,56,,5.16,5.96,4.67,,1.46,40.18,187.62,1.39,12.96,5.81,249,Poor
BR007,5/14/2019 14:00,47,,5.7,9.86,6,,1.71,36.32,,1.39,13.88,4.86,249,Poor
BR007,5/14/2019 15:00,48.5,,6.2,10.68,6.55,,1.78,38.9,181.62,1.57,15.01,5.69,249,Poor
BR007,5/14/2019 16:00,51,,6.87,11.09,7.05,,1.98,40.83,184.83,1.48,14.7,6.52,249,Poor
BR007,5/14/2019 17:00,57.75,,7.3,10.78,7.2,,1.79,35.82,184.89,2.01,16.55,6.52,249,Poor
BR007,5/14/2019 18:00,68.25,,11.72,13.4,10.55,,2.69,27.89,87.11,1.74,17.58,9.6,249,Poor
BR007,5/14/2019 19:00,66.75,,14.71,12.94,12.28,,2.85,39.47,71.42,2.27,20.05,10.55,249,Poor
BR007,5/14/2019 20:00,70,,18.29,10.27,13.78,,3.1,48.91,54.16,2.35,17.27,11.61,249,Poor
BR007,5/14/2019 21:00,73,,11.72,7.91,9.18,,2.09,49.05,60.43,2.44,16.76,12.68,242,Poor
BR007,5/14/2019 22:00,43.25,,8.17,6.01,6.53,,1.12,45.9,91.13,2.18,17.17,9.24,242,Poor
BR007,5/14/2019 23:00,41.25,,8.17,5.8,6.47,,1.43,43.19,90.49,1.83,15.22,6.52,242,Poor
BR007,5/15/2019 0:00,42,,5.19,6.11,4.75,,1.04,38.04,104.9,1.74,14.91,6.28,242,Poor
BR007,5/15/2019 1:00,41,,4.66,5.08,4.15,,0.69,41.4,143.96,1.39,14.4,4.5,165,Moderate
BR007,5/15/2019 2:00,43.75,,3.92,4.36,3.5,,0.56,44.9,121.13,1.31,14.09,5.21,165,Moderate
BR007,5/15/2019 3:00,41.25,,3.45,4.52,3.25,,0.64,40.4,129.87,1.05,13.57,4.03,165,Moderate
BR007,5/15/2019 4:00,39.5,,3.69,4.11,3.3,,0.73,33.68,99.27,1.05,13.68,1.78,165,Moderate
BR007,5/15/2019 5:00,48,,4.32,4.26,3.7,,0.93,39.11,68.25,1.05,13.47,2.01,165,Moderate
BR007,5/15/2019 6:00,41.25,,6.1,4.31,4.8,,1.14,47.12,60.11,1.05,14.19,3.2,165,Moderate
BR007,5/15/2019 7:00,41.25,,7.04,5.6,5.72,,1.07,48.62,58.29,1.05,14.4,2.84,165,Moderate
BR007,5/15/2019 8:00,49,,6.47,4.26,5.02,,0.99,45.19,83.63,1.22,15.01,3.55,165,Moderate
BR007,5/15/2019 9:00,55.5,,6.63,4.67,5.2,,1.16,41.47,133.83,1.22,15.53,2.49,150,Moderate
BR007,5/15/2019 10:00,66,,5.56,4.62,4.6,,1.25,37.68,127.67,1.39,15.53,2.84,150,Moderate
BR007,5/15/2019 11:00,62.5,,5.23,5.13,4.5,,1.49,38.9,144.71,1.39,15.84,5.21,166,Moderate
BR007,5/15/2019 12:00,66.25,,6.2,6.16,5.38,,1.6,37.32,168.39,1.39,16.55,6.75,201,Poor
BR007,5/15/2019 13:00,48,,5.03,4.42,4.2,,1.5,38.61,191.37,1.39,14.81,6.4,258,Poor
BR007,5/15/2019 14:00,38.5,,5.19,5.19,4.47,,1.39,40.97,182.69,1.39,10.39,5.33,258,Poor
BR007,5/15/2019 15:00,49,,5.26,5.91,4.75,,1.43,41.18,177.12,1.31,10.28,4.62,258,Poor
BR007,5/15/2019 16:00,49,,4.22,7.7,4.58,,1.4,43.26,184.41,1.22,9.15,5.81,258,Poor
BR007,5/15/2019 17:00,49,,7.17,8.78,6.62,,1.76,41.33,162.12,1.48,9.67,5.81,258,Poor
BR007,5/15/2019 18:00,81,,9.95,8.63,8.27,,2.33,41.11,111.6,1.74,12.34,7.47,258,Poor
BR007,5/15/2019 19:00,59,,11.93,9.19,9.62,,2.85,46.26,71.25,2.01,14.09,9.48,258,Poor
BR007,5/15/2019 20:00,108.5,,11.99,6.98,9.1,,2.34,54.27,82.93,2.35,17.99,12.56,258,Poor
BR007,5/15/2019 21:00,60,,10.38,4.01,7.33,,1.77,52.55,80.63,1.92,15.53,10.31,241,Poor
BR007,5/15/2019 22:00,40,,8.07,5.7,6.4,,0.51,47.05,87.76,1.83,16.25,9.48,241,Poor
BR007,5/15/2019 23:00,63,,6.47,5.39,5.33,,0.86,45.05,96.81,1.48,15.22,7.11,241,Poor
BR007,5/16/2019 0:00,40.25,,5.83,3.29,4.38,,0.92,41.97,105.44,1.39,14.7,5.45,191,Moderate
BR007,5/16/2019 1:00,39,,4.86,3.54,3.88,,0.74,41.76,114.28,1.31,14.09,5.1,121,Moderate
BR007,5/16/2019 2:00,,,4.89,2.93,3.72,,0.63,40.61,92.9,1.05,13.47,2.49,121,Moderate
BR007,5/16/2019 3:00,56,,4.86,3.39,3.83,,0.69,38.4,92.2,1.05,13.68,3.08,121,Moderate
BR007,5/16/2019 4:00,43,,4.05,3.03,3.25,,0.71,41.26,102.22,1.05,13.37,3.67,121,Moderate
BR007,5/16/2019 5:00,39,,3.58,2.52,2.85,,0.61,40.33,91.13,0.96,12.85,1.9,121,Moderate
BR007,5/16/2019 6:00,32,,4.22,2.72,3.22,,0.81,41.47,79.51,0.87,13.68,2.84,121,Moderate
BR007,5/16/2019 7:00,29,,5.43,3.44,4.2,,0.54,41.68,63.22,1.05,13.78,2.13,121,Moderate
BR007,5/16/2019 8:00,32,,5.83,2.98,4.28,,0.41,39.33,62.52,1.13,14.5,1.54,121,Moderate
BR007,5/16/2019 9:00,39,,6.2,2.46,4.38,,0.68,41.18,79.77,1.22,14.5,2.96,103,Moderate
BR007,5/16/2019 10:00,49,,5.49,3.44,4.25,,1.03,42.9,87.65,1.39,15.42,4.38,103,Moderate
BR007,5/16/2019 11:00,63,,6.03,4.52,4.8,,1.23,44.62,91.02,1.39,15.73,4.62,103,Moderate
BR007,5/16/2019 12:00,56,,5.13,3.9,4.1,,1.35,45.33,116.36,1.39,15.73,5.45,124,Moderate
BR007,5/16/2019 13:00,58,,4.09,3.95,3.48,,1.1,43.69,165.39,1.48,14.6,5.69,196,Moderate
BR007,5/16/2019 14:00,62,,4.86,3.85,3.95,,1.37,37.11,166.67,1.39,9.25,4.38,198,Moderate
BR007,5/16/2019 15:00,60,,4.86,4.72,4.17,,1.32,37.68,154.94,1.39,10.49,3.55,198,Moderate
DL003,2/28/2019 5:00,102.5,200,116.05,64.47,128.83,27.68,1.3,12.88,1.53,8.43,37.65,,148,Moderate
DL003,2/28/2019 6:00,135.5,245,122.07,57.28,126.72,29.15,1.48,13.97,1.1,8.62,104.72,,165,Moderate
DL003,2/28/2019 7:00,151.5,270,89.9,54.38,102.1,31.98,1.52,13.98,1.53,8.15,76.95,,184,Moderate
DL003,2/28/2019 8:00,223.5,369,91.22,77.75,115.5,37.58,1.73,33.3,1.07,8.9,48.7,,218,Poor
DL003,2/28/2019 9:00,295,445.5,41.77,91.1,82.5,37.83,1.52,68.72,0.8,8.95,34.58,,268,Poor
DL003,2/28/2019 10:00,224.5,345,10.9,50.62,35.85,28.65,1.02,38.42,1.7,5.67,22.25,,300,Poor
DL003,2/28/2019 11:00,103.5,191,3.73,29.15,18.52,26.6,0.75,20.55,1.5,2.48,11.48,,303,Very Poor
DL003,2/28/2019 12:00,55,124.5,2.23,28.77,17.1,28.12,0.7,17.3,1.05,2.3,12.47,,303,Very Poor
DL003,2/28/2019 13:00,55.5,128,2.8,31,18.75,26.95,0.72,19.38,1.18,2.6,11.38,,298,Poor
DL003,2/28/2019 14:00,61,120,1.73,26.27,15.38,25.52,0.7,14.55,1.7,1.85,9.85,,287,Poor
DL003,2/28/2019 15:00,54.5,105.5,1.23,26.98,15.32,24.5,0.67,13.53,1.02,1.62,6.65,,276,Poor
DL003,2/28/2019 16:00,43.5,103,1.23,27.7,15.75,21.83,0.7,12.27,1.32,1.55,9.4,,265,Poor
DL003,2/28/2019 17:00,40.5,97.5,1.08,29.85,16.73,21.3,0.67,11.27,1.2,1.43,12.68,,254,Poor
DL003,2/28/2019 18:00,39.5,103,0.95,37.22,20.57,20.57,0.7,13.1,0.9,1.9,14.07,,244,Poor
DL003,2/28/2019 19:00,49,133,1.45,62.7,34.52,22.4,1.02,16.9,1.05,2.8,20,,236,Poor
DL003,2/28/2019 20:00,77.5,180,6.58,84.1,50.1,26.08,1.28,22.62,1.55,6.15,29.93,,233,Poor
DL003,2/28/2019 21:00,103.5,225,17.35,80.28,56.83,26.12,1.8,16.82,0.75,7.1,89.72,,238,Poor
DL003,2/28/2019 22:00,125,274.5,57.75,76.12,87.55,27.35,2.08,16.55,1.55,8.82,85.8,,246,Poor
DL003,2/28/2019 23:00,137,292.5,59.7,78.15,90.2,27.62,1.9,18.73,1.2,8.4,83.68,,254,Poor
DL003,3/1/2019 0:00,144,295.5,71.75,80.8,101.53,25.42,1.85,18.85,1.12,8.75,77.72,,261,Poor
DL003,3/1/2019 1:00,163,318.5,85.7,83.25,114.12,26.23,1.7,18.88,0.8,14.22,60.27,,269,Poor
DL003,3/1/2019 2:00,188.5,324.5,128.52,110.12,163.53,26.12,1.42,22.33,1.05,15.6,58.92,,282,Poor
DL003,3/1/2019 3:00,188.5,298.5,49.1,86.05,85.4,29.8,1.05,30.2,1.15,15.95,49.27,,296,Poor
DL003,3/1/2019 4:00,153,246,106.37,105.75,142.95,30.33,1.02,26.45,0.8,13.95,32.02,,301,Very Poor
DL003,3/1/2019 5:00,123,205.5,99.75,105.33,137.18,28.57,0.95,27.48,1.23,9.15,30.35,,302,Very Poor
DL003,3/1/2019 6:00,113,189.5,77.22,93.67,112.85,29.82,0.9,25.1,1.52,5.88,21,,301,Very Poor
DL003,3/1/2019 7:00,106.5,181.5,31.65,66.3,61.08,28.3,1.12,16.82,1.12,4.32,28.08,,298,Poor
DL003,3/1/2019 8:00,137,246,38.2,63.92,65.17,30.27,1.4,21.7,0.73,6.15,20.62,,286,Poor
DL003,3/1/2019 9:00,182.25,319,22.23,61.32,50.7,31.38,1.3,28.7,1.35,8.25,20.65,,271,Poor
DL014,5/28/2015 8:00,,,6.5,51.5,32.5,75.25,,6.38,27.5,,,,,
